,MovieID,imdbId,tmdbId,title,release_year,original_language,genre,overview,production_companies,keywords,cast,director,poster_url
1092,1186,98724,1412,"sex, lies, and videotape",1989,en,['drama'],"Ann, a frustrated wife, enters into counseling due to a troubled marriage. Unbeknownst to her, her husband John has begun an affair with her sister. When John’s best friend Graham arrives, his penchant for interviewing women about their sex lives forever changes John and Ann’s rocky marriage.",['Outlaw Productions'],"['sexual obsession', 'sexuality', 'orgasm', 'spanner', 'louisiana', 'longing', 'interview', 'love affair', 'videotape', 'voyeurism', 'minimal']","['James Spader', 'Andie MacDowell', 'Peter Gallagher', 'Laura San Giacomo', 'Ron Vawter', 'Steven Brill', 'Alexandra Root', 'Earl T. Taylor', 'David Foil']",['Steven Soderbergh'],https://image.tmdb.org/t/p/w500/pj1uKm07svgXZDHbYE8AzRfNHcu.jpg
1093,1187,105107,41768,Passion Fish,1992,en,['drama'],"After an accident leaves her a paraplegic, a former soap opera star struggles to recover both emotionally and mentally, until she meets her newest nurse, who has struggles of her own.",['Atchafalaya'],"['wheelchair', 'louisiana', 'accident']","['Mary McDonnell', 'Alfre Woodard', 'Vondie Curtis-Hall', 'David Strathairn', 'Leo Burmester', 'Nora Dunn', 'Mary Portser', 'Angela Bassett', 'Sheila Kelley', 'Nancy Mette']",['John Sayles'],https://image.tmdb.org/t/p/w500/g60GELLr2oGnlJX5Yidkl9ufFYv.jpg
1094,1188,105488,10409,Strictly Ballroom,1992,en,"['romance', 'drama', 'comedy']","Brave new steps put Scott's career in jeopardy. With a new partner and determination, can he still succeed?","['Beyond Films', 'M & A', 'Australian Film Finance Corporation', 'New South Wales Film & Television Office']","['dance', 'husband wife relationship', 'dancer', 'parent child relationship', 'transformation', 'dance competition', 'revelation', 'musical', 'based on play or musical', 'partner', 'flashback', 'ballroom dancing', 'falling in love', 'dance lesson', 'championship', 'dance school', 'rhumba', 'paso doble']","['Paul Mercurio', 'Tara Morice', 'Bill Hunter', 'Pat Thomson', 'Gia Carides', 'Peter Whitford', 'Barry Otto', 'John Hannan', 'Sonia Kruger', 'Kris McQuade']",['Baz Luhrmann'],https://image.tmdb.org/t/p/w500/f6vs4DQGuNpLuA5Z7k69uuKpbVG.jpg
1095,1189,96257,14285,The Thin Blue Line,1988,en,"['crime', 'documentary']",This unique documentary dramatically re-enacts the crime scene and investigation of a police officer's murder in Dallas.,"['American Playhouse', 'Third Floor Productions']","['death penalty', 'texas', 'investigation', 'dallas, texas', 'trial', 'murder', 'police officer', 'miscarriage of justice']","['Randall Adams', 'David Harris', 'Gus Rose', 'Jackie Johnson', 'Marshall Touchton', 'Dale Holt', 'Sam Kittrell', 'Hootie Nelson', 'Dennis Johnson', 'Floyd Jackson']",['Errol Morris'],https://image.tmdb.org/t/p/w500/4w4BJk3l8y9gYwPPLRs6uPHOmGL.jpg
1096,1190,101026,2469,Tie Me Up! Tie Me Down!,1990,es,"['romance', 'drama', 'comedy']","After being released from a mental hospital, a troubled young man tracks down an actress he once had sex with and forces her into captivity, determined to make her part of his life.",['El Deseo'],"['prison', 'stockholm syndrome', 'madrid, spain', 'kidnapping', 'ex-detainee', 'porn actor', 'madness', 'mental hospital']","['Victoria Abril', 'Antonio Banderas', 'Loles León', 'Julieta Serrano', 'María Barranco', 'Rossy de Palma', 'Francisco Rabal', 'Lola Cardona', 'Montse G. Romeu', 'Emiliano Redondo']",['Pedro Almodóvar'],https://image.tmdb.org/t/p/w500/4eNyqA543ixNCME8pcADgP9wb1i.jpg
1097,1191,102370,10174,Madonna: Truth or Dare,1991,en,"['documentary', 'music']","From the rains of Japan, through threats of arrest for 'public indecency' in Canada, and a birthday tribute to her father in Detroit, this documentary follows Madonna on her 1990 'Blond Ambition' concert tour. Filmed in black and white, with the concert pieces in glittering MTV color, it is an intimate look at the work of the icon, from a prayer circle before each performance to bed games with the dance troupe afterwards.","['Propaganda Films', 'Boy Toy, Inc.']","['dance', 'concert', 'pop star', 'eroticism', 'musical', 'madonna', 'intimacy', 'portrait of an artist']","['Madonna', 'Donna DeLory', 'Niki Haris', 'Warren Beatty', 'Sandra Bernhard', 'Jean-Paul Gaultier', 'Luis Camacho', 'Jose Xtravaganza', 'Salim Gauwloos', 'Silvio Ciccone']",['Alek Keshishian'],https://image.tmdb.org/t/p/w500/kJHCqwDgS9MEhdChIkGn7QAUoyL.jpg
1098,1192,100332,31225,Paris Is Burning,1990,en,['documentary'],"Where does voguing come from, and what, exactly, is throwing shade? This landmark documentary provides a vibrant snapshot of the 1980s through the eyes of New York City's African American and Latinx Harlem drag-ball scene. Made over seven years, PARIS IS BURNING offers an intimate portrait of rival fashion ""houses,"" from fierce contests for trophies to house mothers offering sustenance in a world rampant with homophobia, transphobia, racism, AIDS, and poverty. Featuring legendary voguers, drag queens, and trans women — including Willi Ninja, Pepper LaBeija, Dorian Corey, and Venus Xtravaganza.",['Off White Productions'],"['new york city', 'transvestism', 'aids', 'homophobia', 'drag queen', 'male homosexuality', 'transsexual', 'subculture', 'shoplifting', 'lgbt', 'drag', 'woman director', 'harlem, new york city', 'black lgbt', '1980s', 'voguing', 'ball culture']","['Pepper LaBeija', 'Octavia St. Laurent', 'Venus Xtravaganza', 'Dorian Corey', 'Willi Ninja', 'Paris Dupree', 'Freddie Pendavis', 'Sol Williams Pendavis', 'Junior LaBeija', 'Angie Xtravaganza']",['Jennie Livingston'],https://image.tmdb.org/t/p/w500/90rCWH41mj9hjHUEy2SOHfuAOl3.jpg
1099,1193,73486,510,One Flew Over the Cuckoo's Nest,1975,en,['drama'],"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",['Fantasy Films'],"['mentally disabled', 'friendship', 'based on novel or book', 'nurse', 'lunatic asylum', 'affectation', 'insane asylum', 'oregon, usa', 'hospital', 'medication', 'female villain', 'shock treatment', 'medical drama', 'brisk', 'derisive', 'informative']","['Jack Nicholson', 'Brad Dourif', 'Louise Fletcher', 'Danny DeVito', 'William Redfield', 'Scatman Crothers', 'Christopher Lloyd', 'Will Sampson', 'Dean R. Brooks', 'Michael Berryman']",['Miloš Forman'],https://image.tmdb.org/t/p/w500/kjWsMh72V6d8KRLV4EOoSJLT1H7.jpg
1100,1194,78446,11455,Up in Smoke,1978,en,"['comedy', 'adventure']","An unemployed pot-smoking slacker and amateur drummer, Anthony Stoner ditches his strict parents and hits the road, eventually meeting kindred spirit Pedro de Pacas. While the drug-ingesting duo is soon arrested for possession of marijuana, Anthony and Pedro get released on a technicality, allowing them to continue their many misadventures and ultimately compete in a rock band contest, where they perform the raucous tune ""Earache My Eye.""",['Paramount Pictures'],"['joint', 'drug trafficking', 'smoking', 'ecstasy', 'drug mule', 'friendship bracelet', 'marijuana', 'drugs', 'buddy', 'hitchhiking']","['Cheech Marin', 'Tommy Chong', 'Strother Martin', 'Edie Adams', 'Harold Fong', 'Richard Novo', 'Jane Moder', 'Pam Bille', 'Arthur Roberts', 'Marian Beeler']",['Lou Adler'],https://image.tmdb.org/t/p/w500/lKXINU3ApbhFPQJ3pqgMzGPCYnH.jpg
1101,1196,80684,1891,The Empire Strikes Back,1980,en,"['war', 'science fiction', 'adventure', 'drama', 'sci-fi', 'action']","The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",['Lucasfilm Ltd.'],"['rebellion', 'android', 'spacecraft', 'asteroid', 'rebel', 'space battle', 'snowstorm', 'space colony', 'swamp', 'sequel', 'space opera', 'nostalgic', 'arctic', 'excited']","['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Billy Dee Williams', 'Anthony Daniels', 'David Prowse', 'Peter Mayhew', 'Kenny Baker', 'Frank Oz', 'Alec Guinness']",['Irvin Kershner'],https://image.tmdb.org/t/p/w500/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg
1102,1197,93779,2493,The Princess Bride,1987,en,"['adventure', 'family', 'comedy', 'fantasy', 'romance', 'action']","In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.","['The Princess Bride', 'Buttercup Films', 'Act III Productions']","['dreams', 'based on novel or book', 'narration', 'wrestling', 'miracle', 'sword fight', 'revenge', 'boat chase', 'pirate', 'wedding', 'swashbuckler', 'evil prince', 'screwball', 'impersonation', 'giant man', 'story within the story', 'hidden identity', 'fictitious country', 'grandfather grandson relationship', 'battle of wits', 'dramatic', 'romantic', 'adoring', 'enchant', 'fairytale']","['Cary Elwes', 'Robin Wright', 'Mandy Patinkin', 'Chris Sarandon', 'Christopher Guest', 'Wallace Shawn', 'André Roussimoff', 'Fred Savage', 'Peter Falk', 'Peter Cook']",['Rob Reiner'],https://image.tmdb.org/t/p/w500/2FC9L9MrjBoGHYjYZjdWQdopVYb.jpg
1103,1198,82971,85,Raiders of the Lost Ark,1981,en,"['action', 'adventure']","When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.","['Paramount Pictures', 'Lucasfilm Ltd.']","['egypt', 'treasure', 'medallion', 'swastika', 'saving the world', 'nepal', 'himalaya mountain range', 'cairo', 'moses', 'hat', 'whip', 'leather jacket', 'mediterranean', 'ark of the covenant', 'ten commandments', 'nazi', 'excavation', 'riddle', 'treasure hunt', 'archaeologist', 'adventurer', 'archeology', 'globetrotting', 'religious history', '1930s']","['Harrison Ford', 'Karen Allen', 'Paul Freeman', 'John Rhys-Davies', 'Ronald Lacey', 'Wolf Kahler', 'Anthony Higgins', 'Denholm Elliott', 'Alfred Molina', 'Vic Tablian']",['Steven Spielberg'],https://image.tmdb.org/t/p/w500/ceG9VzoRAVGwivFU403Wc3AHRys.jpg
1104,1199,88846,68,Brazil,1985,en,"['comedy', 'science fiction', 'sci-fi']","Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.",['Embassy International Pictures'],"['dreams', 'government', 'bureaucracy', 'police state', 'great britain', 'technology', 'dystopia', 'office', 'dark comedy', 'satire', 'surrealism', 'steampunk', 'terrorism', 'bombing', 'job promotion', 'repairman', 'disturbed', 'christmas', 'irreverent', 'absurd', 'incredulous', 'ambiguous', 'baffled', 'preposterous']","['Jonathan Pryce', 'Robert De Niro', 'Katherine Helmond', 'Ian Holm', 'Bob Hoskins', 'Michael Palin', 'Ian Richardson', 'Peter Vaughan', 'Kim Greist', 'Jim Broadbent']",['Terry Gilliam'],https://image.tmdb.org/t/p/w500/aewan59WcFThBimkTVVoNf2o5Vb.jpg
1105,1200,90605,679,Aliens,1986,en,"['thriller', 'war', 'science fiction', 'sci-fi', 'action']","Ripley, the sole survivor of the Nostromo's deadly encounter with the monstrous Alien, returns to Earth after drifting through space in hypersleep for 57 years. Although her story is initially met with skepticism, she agrees to accompany a team of Colonial Marines back to LV-426.","['SLM Production Group', '20th Century Fox', 'Brandywine Productions']","['android', 'space marine', 'extraterrestrial technology', 'spaceman', 'space travel', 'settler', 'colony', 'cryogenics', 'vacuum', 'space colony', 'warrior woman', 'alien', 'space', 'female protagonist', 'creature', 'desolate', 'female hero', 'aggressive', 'military sci-fi', 'desolate planet', 'critical', 'sinister', 'sci-fi horror', 'assertive', 'commanding', 'empathetic', 'exhilarated', 'action horror', 'sci-fi action']","['Sigourney Weaver', 'Carrie Henn', 'Michael Biehn', 'Paul Reiser', 'Lance Henriksen', 'Bill Paxton', 'William Hope', 'Jenette Goldstein', 'Al Matthews', 'Mark Rolston']",['James Cameron'],https://image.tmdb.org/t/p/w500/r1x5JGpyqZU8PYhbs4UcrO1Xb6x.jpg
1106,1201,60196,429,"The Good, the Bad and the Ugly",1966,it,"['western', 'action']","While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.","['United Artists', 'PEA', 'Arturo González PC', 'Constantin Film']","['gold', 'army', 'bounty hunter', 'hitman', 'refugee', 'anti hero', 'moral ambiguity', 'gallows', 'outlaw', 'gun battle', 'shootout', 'spaghetti western', 'graveyard', 'american civil war', 'stolen gold', 'complex', 'hidden gold', 'gun death', 'excited', 'cemetary', 'confederate gold']","['Clint Eastwood', 'Eli Wallach', 'Lee Van Cleef', 'Aldo Giuffrè', 'Luigi Pistilli', 'Rada Rassimov', 'Enzo Petito', 'Claudio Scarchilli', 'Antonio Casale', 'Livio Lorenzon']",['Sergio Leone'],https://image.tmdb.org/t/p/w500/bX2xnavhMYjWDoZp1VM6VnU1xwe.jpg
1107,1202,94336,13446,Withnail & I,1987,en,"['drama', 'comedy']","Two out-of-work actors -- the anxious, luckless Marwood and his acerbic, alcoholic friend, Withnail -- spend their days drifting between their squalid flat, the unemployment office and the pub. When they take a holiday ""by mistake"" at the country house of Withnail's flamboyantly gay uncle, Monty, they encounter the unpleasant side of the English countryside: tedium, terrifying locals and torrential rain.","['Handmade Films', 'Cineplex-Odeon Films']","['drug dealer', 'london, england', 'northern england', 'countryside', 'alcohol', 'darkness', 'flat', 'bath', 'dark comedy', 'uncle', 'cigar smoking', 'cannabis', 'money', 'rural area', 'cottage', 'poverty', 'cafe', 'strangulation', 'drugs', 'buddy', 'alcohol abuse', 'farmer', 'british pub', 'buddy comedy', 'unemployed', '1960s', 'gay theme', 'lake district']","['Richard E. Grant', 'Paul McGann', 'Richard Griffiths', 'Ralph Brown', 'Michael Elphick', ""Daragh O'Malley"", 'Michael Wardle', 'Una Brandon-Jones', 'Noel Johnson', 'Irene Sutcliffe']",['Bruce Robinson'],https://image.tmdb.org/t/p/w500/i18cIp8A10A2JgByrfA9oIC9299.jpg
1108,1203,50083,389,12 Angry Men,1957,en,['drama'],"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",['Orion-Nova Productions'],"['death penalty', 'anonymity', 'court case', 'judge', 'jurors', 'innocence', 'witness', 'knife', 'matter of life and death', 'based on play or musical', 'trial', 'murder', 'debate', 'capital punishment', 'black and white', 'courtroom', 'angry', 'courtroom drama', 'huis clos', 'baffled', 'derisive', 'foreboding']","['Martin Balsam', 'John Fiedler', 'Lee J. Cobb', 'E.G. Marshall', 'Jack Klugman', 'Edward Binns', 'Jack Warden', 'Henry Fonda', 'Joseph Sweeney', 'Ed Begley']",['Sidney Lumet'],https://image.tmdb.org/t/p/w500/zhG3vKWyDRaZYoaww1UVAi29T9h.jpg
1109,1204,56172,947,Lawrence of Arabia,1962,en,"['war', 'history', 'adventure']","During World War I, English officer Thomas Edward 'T.E.' Lawrence sets out to unite and lead the diverse, often warring, Arab tribes to fight the Turks.",['Horizon Pictures'],"['cairo', 'world war i', 'arabian', 'horse', 'jerusalem', 'british army', 'british empire', 'damascus', 'camel', 'based on true story', 'historical fiction', 'quicksand', 'desert', 'arab', 'thoughtful', 'ottoman empire', 'provocative']","[""Peter O'Toole"", 'Alec Guinness', 'Omar Sharif', 'Anthony Quinn', 'Jack Hawkins', 'José Ferrer', 'Anthony Quayle', 'Claude Rains', 'Arthur Kennedy', 'Donald Wolfit']",['David Lean'],https://image.tmdb.org/t/p/w500/AiAm0EtDvyGqNpVoieRw4u65vD1.jpg
1110,1205,92106,1857,The Transformers: The Movie,1986,en,"['thriller', 'war', 'science fiction', 'animation', 'adventure', ""children's"", 'sci-fi', 'family', 'action']","The Autobots must stop a colossal planet-consuming robot who goes after the Autobot Matrix of Leadership. At the same time, they must defend themselves against an all-out attack from the Decepticons.","['Marvel Productions', 'Sunbow Productions']","['transformation', 'based on cartoon', 'based on toy', 'robot', 'war', 'depressing']","['Judd Nelson', 'Peter Cullen', 'Frank Welker', 'Leonard Nimoy', 'Orson Welles', 'Casey Kasem', 'Dan Gilvezan', 'Scatman Crothers', 'Susan Blu', 'Eric Idle']",['Nelson Shin'],https://image.tmdb.org/t/p/w500/xJ5W0mOAWCVaXmU0pBZh4NjSRv2.jpg
1111,1206,66921,185,A Clockwork Orange,1971,en,"['crime', 'science fiction', 'sci-fi']","In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?","['Hawk Films', 'Polaris Productions Limited', 'Warner Bros. Pictures']","['london, england', 'robbery', 'street gang', 'great britain', 'based on novel or book', 'nihilism', 'parent child relationship', 'society', 'sexuality', 'social worker', 'psychopath', 'dystopia', 'dark comedy', 'satire', 'beating', 'juvenile delinquent', 'home invasion', 'sex crime', 'futuristic society', 'philosophical', 'ultraviolence', 'social decay', 'dreary', 'critical', 'tense', 'audacious', 'mean spirited', 'dystopian sci-fi']","['Malcolm McDowell', 'Patrick Magee', 'Carl Duering', 'Michael Bates', 'Warren Clarke', 'James Marcus', 'Michael Tarn', 'Miriam Karlin', 'Adrienne Corri', 'Sheila Raynor']",['Stanley Kubrick'],https://image.tmdb.org/t/p/w500/4sHeTAp65WrSSuc05nRBKddhBxO.jpg
1112,1207,56592,595,To Kill a Mockingbird,1962,en,['drama'],"Scout Finch, 6, and her older brother Jem live in sleepy Maycomb, Alabama, spending much of their time with their friend Dill and spying on their reclusive and mysterious neighbor, Boo Radley. When Atticus, their widowed father and a respected lawyer, defends a black man named Tom Robinson against fabricated rape charges, the trial and tangent events expose the children to evils of racism and stereotyping.","['Pakula-Mulligan', 'Brentwood Productions', 'Universal Pictures']","['right and justice', 'rape', 'sibling relationship', 'based on novel or book', 'court case', 'court', 'isolation', 'becoming an adult', 'falsely accused', 'arbitrary law', 'alabama', 'socially deprived family', 'defence', 'tree house', 'farm worker', 'intolerance', 'exclusion', 'melancholy', 'trial', 'racism', 'black and white', 'injustice', 'kids', '1930s', 'courtroom drama', 'desperate', 'based on young adult novel', 'dramatic', 'suspenseful', 'compassionate', 'empathetic']","['Gregory Peck', 'Mary Badham', 'Phillip Alford', 'John Megna', 'Frank Overton', 'Brock Peters', 'Rosemary Murphy', 'Ruth White', 'Estelle Evans', 'Paul Fix']",['Robert Mulligan'],https://image.tmdb.org/t/p/w500/gZycFUMLx2110dzK3nBNai7gfpM.jpg
1113,1208,78788,28,Apocalypse Now,1979,en,"['war', 'drama']","At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",['American Zoetrope'],"['guerrilla warfare', 'vietnam war', 'journalist', 'mission', 'vietnam', 'vietcong', 'central intelligence agency (cia)', 'cambodia', 'army', 'drug abuse', 'based on novel or book', 'secret mission', 'insanity', 'surrealism', 'tribe', 'green beret', 'jungle', 'descent into madness', 'brutality', 'riverboat', 'military', 'macabre', 'anti war', 'absurd', 'awestruck', 'distressing']","['Martin Sheen', 'Marlon Brando', 'Frederic Forrest', 'Albert Hall', 'Laurence Fishburne', 'Sam Bottoms', 'Robert Duvall', 'G.D. Spradlin', 'Harrison Ford', 'Jerry Ziesmer']",['Francis Ford Coppola'],https://image.tmdb.org/t/p/w500/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg
1114,1209,64116,335,Once Upon a Time in the West,1969,it,"['western', 'drama']","As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.","['Paramount Pictures', 'Rafran Cinematografica', 'San Marco']","['small town', 'loss of loved one', 'harmonica', 'wedding party', 'spaghetti western', 'arizona territory', 'intercontintental railroad', 'outlaw gang', 'water pump', 'mysterious character', 'boom town', 'railroad company', 'hope for a new life', 'railroad construction', 'excited', 'techniscope']","['Claudia Cardinale', 'Henry Fonda', 'Jason Robards', 'Charles Bronson', 'Gabriele Ferzetti', 'Paolo Stoppa', 'Woody Strode', 'Jack Elam', 'Keenan Wynn', 'Frank Wolff']",['Sergio Leone'],https://image.tmdb.org/t/p/w500/qbYgqOczabWNn2XKwgMtVrntD6P.jpg
1115,1210,86190,1892,Return of the Jedi,1983,en,"['war', 'science fiction', 'adventure', 'sci-fi', 'romance', 'action']","Luke Skywalker leads a mission to rescue his friend Han Solo from the clutches of Jabba the Hutt, the Emperor prepares to crush the Rebellion with a more powerful Death Star, and the Rebel fleet mounts a massive attack on the space station. Luke Skywalker confronts Darth Vader in a final climactic duel before the evil Emperor.",['Lucasfilm Ltd.'],"['spacecraft', 'sibling relationship', 'rebel', 'emperor', 'space battle', 'matter of life and death', 'forest', 'sequel', 'desert', 'space opera', 'nostalgic', 'amused', 'excited']","['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Billy Dee Williams', 'Anthony Daniels', 'Peter Mayhew', 'Sebastian Shaw', 'Ian McDiarmid', 'Frank Oz', 'James Earl Jones']",['Richard Marquand'],https://image.tmdb.org/t/p/w500/jQYlydvHm3kUix1f8prMucrplhm.jpg
1116,1211,93191,144,Wings of Desire,1987,de,"['fantasy', 'romance', 'drama', 'comedy']","Two angels, Damiel and Cassiel, glide through the streets of Berlin, observing the bustling population, providing invisible rays of hope to the distressed but never interacting with them. When Damiel falls in love with lonely trapeze artist Marion, the angel longs to experience life in the physical world, and finds — with some words of wisdom from actor Peter Falk — that it might be possible for him to take human form.","['Road Movies', 'Argos films', 'WDR', 'Wim Wenders Stiftung']","['berlin, germany', 'dreams', 'library', 'circus', 'angel', 'berlin wall', 'immortality', 'observer', 'melancholy', 'black and white', 'perception', 'thoughtful', 'mortality', 'understated', 'dramatic', 'sentimental', 'adoring', 'ambiguous', 'celebratory', 'empathetic', 'tragic']","['Bruno Ganz', 'Solveig Dommartin', 'Otto Sander', 'Curt Bois', 'Peter Falk', 'Hans Martin Stier', 'Elmar Wilms', 'Sigurd Rachman', 'Beatrice Manowski', 'Bruno Rosaz']",['Wim Wenders'],https://image.tmdb.org/t/p/w500/iZQs2vUeCzvS1KfZJ6uYNCGJBBV.jpg
1117,1212,41959,1092,The Third Man,1949,en,"['mystery', 'thriller']","In postwar Vienna, Austria, Holly Martins, a writer of pulp Westerns, arrives penniless as a guest of his childhood chum Harry Lime, only to learn he has died. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Major Calloway, and falling head-over-heels for Harry's grief-stricken lover, Anna.",['London Films Productions'],"['staged death', 'black market', 'cemetery', 'investigation', 'soviet military', 'prater', 'british army', 'austria', 'cover-up', 'film noir', 'black and white', 'foot chase', 'vienna, austria', 'sewer', 'missing person', 'post world war ii', 'ferris wheel', 'grim', 'penicillin', 'forged passport', 'ominous']","['Joseph Cotten', 'Alida Valli', 'Trevor Howard', 'Orson Welles', 'Paul Hörbiger', 'Ernst Deutsch', 'Erich Ponto', 'Siegfried Breuer', 'Hedwig Bleibtreu', 'Bernard Lee']",['Carol Reed'],https://image.tmdb.org/t/p/w500/rO2Fq0AZZx9obs52KJdx4mRE8p5.jpg
1118,1213,99685,769,GoodFellas,1990,en,"['crime', 'drama']","The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.","['Winkler Films', 'Warner Bros. Pictures']","['prison', 'florida', 'new york city', 'based on novel or book', 'gangster', 'mass murder', 'drug trafficking', '1970s', 'irish-american', 'gore', 'biography', 'based on true story', 'murder', 'organized crime', 'mafia', 'brooklyn, new york city', 'crime epic', 'tampa, florida']","['Robert De Niro', 'Ray Liotta', 'Joe Pesci', 'Lorraine Bracco', 'Paul Sorvino', 'Frank Sivero', 'Tony Darrow', 'Mike Starr', 'Frank Vincent', 'Chuck Low']",['Martin Scorsese'],https://image.tmdb.org/t/p/w500/9OkCLM73MIU2CrKZbqiT8Ln1wY2.jpg
1119,1214,78748,348,Alien,1979,en,"['thriller', 'science fiction', 'horror', 'sci-fi', 'action']","During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.","['Brandywine Productions', 'Twentieth Century-Fox Productions', 'Ronald Shusett Productions']","['android', 'spacecraft', 'space marine', 'biology', 'dystopia', 'countdown', 'space suit', 'beheading', 'space travel', 'cowardice', 'alien', 'space', 'female protagonist', 'parasite', 'space opera', 'cosmos']","['Tom Skerritt', 'Sigourney Weaver', 'Veronica Cartwright', 'Harry Dean Stanton', 'John Hurt', 'Ian Holm', 'Yaphet Kotto', 'Bolaji Badejo', 'Helen Horton']",['Ridley Scott'],https://image.tmdb.org/t/p/w500/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg
1120,1215,106308,766,Army of Darkness,1993,en,"['horror', 'adventure', 'sci-fi', 'comedy', 'fantasy', 'action']","Ash, a handsome, shotgun-toting, chainsaw-armed department store clerk, is time warped backwards into England's Dark Ages, where he romances a beauty and faces legions of the undead.","['Renaissance Pictures', 'Introvision International', 'Dino de Laurentiis Communications']","['witch', 'skeleton', 'swordplay', 'supermarket', 'prophecy', 'castle', 'time travel', 'catapult', 'incantation', 'time frame', 'pit', 'windmill', 'undead', 'knight', 'zombie', 'chainsaw', 'middle ages (476-1453)', 'necronomicon', 'doppelgänger', 'psychotronic', 'disturbed', '13th century', 'isekai', 'mischievous', 'playful', 'lovecraftian', 'witty', 'hilarious', 'dignified', 'enchant']","['Bruce Campbell', 'Embeth Davidtz', 'Marcus Gilbert', 'Ian Abercrombie', 'Richard Grove', 'Michael Earl Reid', 'Timothy Patrick Quill', 'Bridget Fonda', 'Patricia Tallman', 'Ted Raimi']",['Sam Raimi'],https://image.tmdb.org/t/p/w500/xsgTuAtR2zSH8Umg3jWZcZjlDpe.jpg
1121,1216,95250,175,The Big Blue,1988,fr,"['romance', 'drama', 'adventure']","Childhood friends Jacques and Enzo share a passion for the danger of free diving. Professional diver Jacques opted to follow in the footsteps of his father, who died at sea when Jacques was a boy; to the bewilderment of scientists, Jacques harbors a remarkable ability to adjust his heart rate and breathing pattern in the water, so that his vital signs more closely resemble that of dolphins than men. As Enzo persuades a reluctant Jacques to compete against him in a free diving contest -- determining who can dive deeper and longer without scuba gear -- Jacques meets Johana, a beautiful American insurance investigator, and finds that he must choose between his love for her and his love of the sea.","['Gaumont', 'Les Films du Loup']","['dying and death', 'friendship', 'suicide', 'diving', 'sports', 'parent child relationship', 'ocean', 'italy', 'competition', 'oxygen', 'sicily, italy', 'dolphin', 'apnoe-diving']","['Jean-Marc Barr', 'Jean Reno', 'Rosanna Arquette', 'Paul Shenar', 'Sergio Castellitto', 'Jean Bouise', 'Marc Duret', 'Griffin Dunne', 'Valentina Vargas', 'Kimberly Beck']",['Luc Besson'],https://image.tmdb.org/t/p/w500/3t5t7yaFiTJQlqxiTkXJMFZdkh3.jpg
