,MovieID,Title,Genres,release_year,imdbId,tmdbId,title,overview,original_language,genres,production_companies,keywords,cast,crew,poster_url
421,435,Coneheads (1993),Comedy|Sci-Fi,1993,106598,9612,Coneheads,"A pair of aliens arrive on Earth to prepare for invasion, but crash instead. With enormous cone-shaped heads, robotlike walks and an appetite for toilet paper, aliens Beldar and Prymatt don't exactly blend in with the population of Paramus, N.J. But for some reason, everyone believes them when they say they're from France.",en,"['Comedy', 'Science Fiction']",['Paramount Pictures'],"['extraterrestrial technology', 'alien life-form', 'space invasion', 'nostalgic', 'coneheads']","['Dan Aykroyd', 'Jane Curtin', 'Michael McKean', 'Laraine Newman', 'Jason Alexander', 'Lisa Jane Persky', 'Chris Farley', 'David Spade', 'Sinbad', 'Phil Hartman']",['Steve Barron'],https://image.tmdb.org/t/p/w500/vlpQnf0rl0FpMjWLS0TNd8Bog2F.jpg
422,436,Color of Night (1994),Drama|Thriller,1994,109456,2124,Color of Night,A color-blind psychiatrist is stalked by an unknown killer after taking over his murdered friend's therapy group and becomes embroiled in an intense affair with a mysterious woman who may be connected to the crime.,en,"['Romance', 'Mystery', 'Thriller']","['Cinergi Pictures', 'Hollywood Pictures']","['california', 'therapist', 'secret identity', 'paranoia', 'eroticism', 'group therapy', 'grief', 'obsessive compulsive disorder (ocd)', 'psychiatrist', 'disguise', 'mental illness', 'color blindness', 'voyeurism', 'absurd']","['Bruce Willis', 'Jane March', 'Rubén Blades', 'Lesley Ann Warren', 'Scott Bakula', 'Brad Dourif', 'Lance Henriksen', ""Kevin J. O'Connor"", 'Andrew Lowery', 'Eriq La Salle']",['Richard Rush'],https://image.tmdb.org/t/p/w500/w1OBPkf3BxeC7543YzFwiKIwBFJ.jpg
423,437,Cops and Robbersons (1994),Comedy,1994,109480,26261,Cops & Robbersons,"When the police discover that a mob hitman has moved in next door to the Robbersons, they set up a stakeout in the Robbersons' home. Hard-nosed, tough-as-nails Jake Stone and his young partner Tony Moore are assigned to the stakeout, but now it is a question of whether Jake can last long enough to capture the bad guys. The Robbersons want to help, and by doing so, drive Jake crazy.",en,"['Comedy', 'Thriller', 'Crime']","['TriStar Pictures', 'Channel Productions']","['police stakeout', 'winging into a wall', 'infra red', 'photo album epilogue', 'jumper cable', 'rude waiter', 'sitcom']","['Chevy Chase', 'Jack Palance', 'Dianne Wiest', 'Robert Davi', 'David Barry Gray', 'Jason James Richter', 'Fay Masterson', 'Miko Hughes', 'Jack Kehler', 'M. Emmet Walsh']",['Michael Ritchie'],https://image.tmdb.org/t/p/w500/wnkWgFU5UcLwbExCp1YtCg5Ox4E.jpg
424,438,"Cowboy Way, The (1994)",Action|Comedy,1994,109493,19176,The Cowboy Way,"Two championship rodeo partners travel to New York to find their missing friend, Nacho Salazar who went missing there.",en,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller', 'Western']","['Imagine Entertainment', 'Universal Pictures']","['new york city', 'rodeo', 'outlaw', 'modern west', 'buddy comedy', 'arizona territory', 'contemporary western', 'surprise ending']","['Woody Harrelson', 'Kiefer Sutherland', 'Dylan McDermott', 'Ernie Hudson', 'Marg Helgenberger', 'Luis Guzmán', 'Angel Caban', 'Joaquín Martínez', 'Tomas Milian', 'Cara Buono']",['Gregg Champion'],https://image.tmdb.org/t/p/w500/5oBVSzbWD85zRCKIWm0KvhypUZU.jpg
425,439,Dangerous Game (1993),Drama,1993,106660,49299,Dangerous Game,"A New York film director, working on his latest movie in Los Angeles, begins to reflect the actions in his movie and real life, especially when he begins an affair with the lead actress.",en,"['Drama', 'Thriller']","['Cecchi Gori Group Tiger Cinematografica', 'Maverick Picture Company']","['film in film', 'drugs', 'divorce', 'filmmaking', 'life imitates art', 'film director', 'psychological games', 'actress-director relationship']","['Harvey Keitel', 'Madonna', 'James Russo', 'Nancy Ferrara', 'Reilly Murphy', 'Victor Argo', 'Leonard L. Thomas', 'Christina Fulton', 'Heather Bracken', 'Glenn Plummer']",['Abel Ferrara'],https://image.tmdb.org/t/p/w500/lHD4z6KAjtDWKIMeChezIFon5bX.jpg
426,440,Dave (1993),Comedy|Romance,1993,106673,11566,Dave,A sweet-natured Temp Agency operator and amateur Presidential look-alike is recruited by the Secret Service to become a temporary stand-in for the President of the United States.,en,['Comedy'],"['Donner/Shuler-Donner Productions', 'Northern Lights Entertainment', 'Warner Bros. Pictures']","['coma', 'usa president', 'the white house', 'apoplectic stroke', 'look-alike', 'body double', 'secret service', 'impersonation', 'doppelgänger', 'temp agency', 'nice guy', 'corgi']","['Kevin Kline', 'Sigourney Weaver', 'Frank Langella', 'Kevin Dunn', 'Ving Rhames', 'Ben Kingsley', 'Charles Grodin', 'Faith Prince', 'Laura Linney', 'Bonnie Hunt']",['Ivan Reitman'],https://image.tmdb.org/t/p/w500/wIUuf1NFchdCJe833JBTiSMzqfv.jpg
427,441,Dazed and Confused (1993),Comedy,1993,106677,9571,Dazed and Confused,"The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.",en,"['Comedy', 'Drama']","['Gramercy Pictures', 'Alphaville Films', 'Detour Filmproduction']","['high school', '1970s', 'texas', 'coming of age', 'marijuana', 'summer', 'period drama', 'teenager', 'sentimental', 'comforting']","['Jason London', 'Matthew McConaughey', 'Joey Lauren Adams', 'Rory Cochrane', 'Wiley Wiggins', 'Adam Goldberg', 'Anthony Rapp', 'Sasha Jenson', 'Shawn Andrews', 'Milla Jovovich']",['Richard Linklater'],https://image.tmdb.org/t/p/w500/msG9awbLhVZwv1Eh9Ge7SofMexW.jpg
428,442,Demolition Man (1993),Action|Sci-Fi,1993,106697,9739,Demolition Man,"In 1996, brash L.A. detective John Spartan and maniac killer Simon Phoenix are both sentenced to decades in a cryogenic prison as punishment for a rescue mission gone wrong. When Phoenix escapes 36 years later to wreak havoc on the future, Spartan is awakened to capture his nemesis the old-fashioned way.",en,"['Crime', 'Action', 'Science Fiction']","['Silver Pictures', 'Warner Bros. Pictures']","['future', 'martial arts', 'helicopter', 'police', 'psychopath', 'crime fighter', 'dystopia', 'museum', 'social control', 'cryogenics', 'utopia', 'fistfight', 'prison escape', 'product placement', 'betrayal', 'shootout', 'cyberpunk', 'explosion', 'foot chase', 'warden', 'subterranean', 'totalitarianism', 'censorship', 'culture shock', 'knitting', '2030s']","['Sylvester Stallone', 'Wesley Snipes', 'Sandra Bullock', 'Nigel Hawthorne', 'Benjamin Bratt', 'Rob Schneider', 'Bob Gunton', 'Glenn Shadix', 'Denis Leary', 'Bill Cobbs']",['Marco Brambilla'],https://image.tmdb.org/t/p/w500/dq6AmlVFo92PRuoLCcIyFdoRuxf.jpg
429,443,"Endless Summer 2, The (1994)",Documentary,1994,109729,24257,The Endless Summer II,"Bruce Brown, king of surfing documentaries, returns after nearly thirty years to trace the steps of two young surfers to top surfing spots around the world. Along the way we see many of the people and locales Bruce visited during the filming of Endless Summer (1966).",en,['Documentary'],['New Line Cinema'],"['surfing', 'sports documentary']","[""Robert 'Wingnut' Weaver"", ""Patrick O'Connell"", 'Bruce Brown']",['Bruce Brown'],https://image.tmdb.org/t/p/w500/89y5faI7wXFghUcsMtwfcVS6JBZ.jpg
430,444,Even Cowgirls Get the Blues (1993),Comedy|Romance,1993,106834,34444,Even Cowgirls Get the Blues,A girl born with enormous thumbs in the repressive era of the 1950s learns to turn her quirks into assets.,en,"['Comedy', 'Drama', 'Romance', 'Western']","['Fourth Vision', 'New Line Cinema', 'Fine Line Features']","['transvestism', 'cowgirl', 'lgbt', 'hitchhiking']","['Uma Thurman', 'Lorraine Bracco', 'Pat Morita', 'Angie Dickinson', 'Keanu Reeves', 'John Hurt', 'Rain Phoenix', 'Ed Begley Jr.', 'Carol Kane', 'Sean Young']",['Gus Van Sant'],https://image.tmdb.org/t/p/w500/20x8nm0nPXkYv04COAHFA2AHyAl.jpg
431,445,Fatal Instinct (1993),Comedy,1993,106873,26141,Fatal Instinct,"Ned Ravine is a police officer and lawyer who occasionally defends the delinquents he arrests. He crosses paths with seductive Lola Cain during an assignment and promptly begins an affair with her. Meanwhile, Ned's wife, Lana, is deep in an affair of her own. Lana and her lover are planning to murder Ned in an elaborate fashion so they can collect on his triple indemnity life insurance policy.",en,"['Comedy', 'Crime']",['Metro-Goldwyn-Mayer'],"['spoof', 'private detective']","['Armand Assante', 'Sherilyn Fenn', 'Kate Nelligan', 'Sean Young', 'Christopher McDonald', 'James Remar', 'Tony Randall', 'Clarence Clemons', 'Keith Campbell', 'Michael Cumpsty']",['Carl Reiner'],https://image.tmdb.org/t/p/w500/syewFnehGbbya5BdxoHLzrcm5Ne.jpg
432,446,Farewell My Concubine (1993),Drama|Romance,1993,106332,10997,Farewell My Concubine,"In an epic tale of theater, gender, love and class, two Beijing opera actors navigate political turmoil as their friendship evolves over decades.",zh,['Drama'],"['Beijing Film Studio', 'China Film Co-Production', 'Tomson (Hong Kong) Films Co., Ltd.']","['china', 'society', 'transvestite', 'cultural revolution', 'woman between two men', 'best friend', 'beijing, china', 'lgbt', 'chinese opera', 'female impersonator', 'severed finger']","['Leslie Cheung', 'Zhang Fengyi', 'Gong Li', 'Lü Qi', 'Ying Da', 'Ge You', 'Lei Han', 'Tong Di', 'Yin Zhi', 'Ma Mingwei']",['Chen Kaige'],https://image.tmdb.org/t/p/w500/iJ99VEPZ8aZTGm18DN6RfZCxYwk.jpg
433,447,"Favor, The (1994)",Comedy|Romance,1994,109783,50463,The Favor,"On the eve of her high school reunion, bored housewife Kathy convinces her single best friend Emily to seduce her old flame Tom, so she can get all the juicy details. But when Emily falls for Tom, it's like high school all over again!",en,"['Comedy', 'Romance']",['Nelson Entertainment'],[],"['Harley Jane Kozak', 'Elizabeth McGovern', 'Bill Pullman', 'Brad Pitt', 'Larry Miller', 'Ken Wahl', 'Ginger Orsi', 'Leigh Ann Orsi', 'Felicia Robertson', 'Kenny Twomey']",['Donald Petrie'],https://image.tmdb.org/t/p/w500/uFooKexRxruACuxnkQVmwf3nNcU.jpg
434,448,Fearless (1993),Drama,1993,106881,10443,Fearless,"After surviving a plane crash that kills many others, Max Klein develops a sense of invulnerability, leading to radical, compulsive actions. Can a psychologist and a fellow guilt-ridden survivor bring him down to earth?",en,['Drama'],"['Spring Creek Pictures', 'Warner Bros. Pictures']","['grief', 'disaster', 'guilt', 'mental health', 'plane crash']","['Jeff Bridges', 'Isabella Rossellini', 'Rosie Perez', 'Tom Hulce', 'John Turturro', 'Benicio del Toro', ""Deirdre O'Connell"", 'John de Lancie', 'Spencer Vrooman', 'Daniel Cerny']",['Peter Weir'],https://image.tmdb.org/t/p/w500/sFhzvwgv04VUmedB7pOO4cMP9xq.jpg
435,449,Fear of a Black Hat (1993),Comedy,1993,106880,20239,Fear of a Black Hat,"Chronicling the controversial career of bad boys N.W.H. (Niggaz With Hats), this uproarious 'mockumentary' lampoons all of hardcore rap's hot-button issues. This underground laugh riot recounts the rise, fall and resurrection of a clueless bunch of would-be rappers, Ice Cold, Tone-Def & Tasty Taste performing as N.W.H.",en,"['Comedy', 'Music']","['The Samuel Goldwyn Company', 'ITC Entertainment']","['hip-hop', 'musician', 'mockumentary', 'spoof']","['Larry B. Scott', 'Mark Christopher Lawrence', 'Rusty Cundieff', 'Kasi Lemmons', 'G. Smokey Campbell', 'Faizon Love', 'Deezer D', 'Devin Kamin', 'Don Reed', 'Barry Shabaka Henley']",['Rusty Cundieff'],https://image.tmdb.org/t/p/w500/jiJp7B74GBKJK8yCqLjMaFu24nJ.jpg
436,450,With Honors (1994),Comedy|Drama,1994,111732,16297,With Honors,"Convinced he'll graduate with honors because of his thesis paper, a stuffy Harvard student finds his paper being held hostage by a homeless man, who might be the guy to school the young man in life.",en,"['Comedy', 'Drama']","['Spring Creek Pictures', 'Warner Bros. Pictures']","['homeless person', 'law school', 'bum', 'harvard law school', 'college student']","['Joe Pesci', 'Brendan Fraser', 'Moira Kelly', 'Patrick Dempsey', 'Josh Hamilton', 'Gore Vidal', 'Deborah Lake Fortson', 'Marshall Hambro', 'Melinda Chilton', 'Harve Kolzow']",['Alek Keshishian'],https://image.tmdb.org/t/p/w500/eWJ2Y7CRvlv1KVfAJGRcH95i1pY.jpg
437,451,Flesh and Bone (1993),Drama|Mystery|Romance,1993,106926,18551,Flesh and Bone,"Haunted by memories of his father murdering a family, Arlis Sweeney prefers to keep to himself, focusing his energy on his work. One day, the traumatic past that eats away at him returns when he meets Kay Davies, a woman connected to the bloody event. Against all odds, Arlis and Kay fall in love; however, when his father, Roy, reappears in his life -- with the coldhearted Ginnie in tow -- Arlis must deal with his past demons.",en,"['Drama', 'Romance', 'Thriller']","['Paramount Pictures', 'Spring Creek Pictures', 'Mirage Cinematografica']","['small town', 'gambling', 'texas', 'abusive father', 'roadhouse', 'romance', 'murder', 'burglary', 'home invasion', 'confrontation', 'married woman', 'grifter', 'haunted by the past', 'vending machine', 'solitary', 'country folk', 'murder of family', 'unlikely romance', 'criminal father']","['Meg Ryan', 'Dennis Quaid', 'James Caan', 'Gwyneth Paltrow', 'Julia McNeal', 'Ron Kuhlman', 'Jerry Swindall', 'Ryan Bohls', 'Ez Perez', 'Craig Erickson']",['Steve Kloves'],https://image.tmdb.org/t/p/w500/gNaZSODlVRiQltGWjS8vQZEYJTq.jpg
438,452,Widows' Peak (1994),Drama,1994,111712,25440,Widows' Peak,Scandal and mystery reign following the arrival of Edwina in a small Irish town populated entirely by widows. Edwina quickly falls out with the locals while also falling in with the son of the community's leader,en,"['Comedy', 'Thriller', 'Mystery', 'Romance']",[],"['wealthy widow', '1920s', 'town gossip']","['Mia Farrow', 'Joan Plowright', 'Natasha Richardson', 'Adrian Dunbar', 'Jim Broadbent', 'Anne Kent', 'John Kavanagh', 'Gerard McSorley', 'Michael Casey']",['John Irvin'],https://image.tmdb.org/t/p/w500/xXyVUwvJesJJChzpvn7xj5cAOfm.jpg
439,453,For Love or Money (1993),Comedy,1993,106941,9024,For Love or Money,"New York concierge Doug Ireland wants to go into business for himself and refurbish a hotel on Roosevelt Island, N.Y., but he needs an investor. With a few weeks left before his option on the site runs out, Doug agrees to help wealthy Christian Hanover conceal his affair with salesgirl Andy Hart from his wife. Despite his own attraction to Andy, Doug tries to stay focused on getting Christian to invest $3 million in his project.",en,"['Comedy', 'Romance']","['Imagine Entertainment', 'Universal Pictures']","['hotel', 'new york city', 'female lover', 'deception', 'concierge', 'love', 'mistress', 'affair', 'financial investor', 'irs']","['Michael J. Fox', 'Gabrielle Anwar', 'Anthony Higgins', 'Fyvush Finkel', 'Sandra Reaves-Phillips', 'LaChanze', 'Mike Moyer', 'Saverio Guerra', 'Daniel Hagen', 'Paula Laurence']",['Barry Sonnenfeld'],https://image.tmdb.org/t/p/w500/6qjr1LWkoJQJ1HXwYJj0edPk9EW.jpg
440,454,"Firm, The (1993)",Drama|Thriller,1993,106918,37233,The Firm,"Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan...",en,"['Drama', 'Mystery', 'Thriller']","['Mirage Enterprises', 'Paramount Pictures', 'Davis Entertainment', 'Scott Rudin Productions']","['blackmail', 'married couple', 'fbi', 'cayman islands', 'memphis, tennessee', 'mafia', 'lawyer', 'death', 'law firm', 'paranoid', 'bar exam', 'marital tensions', 'legal thriller', 'secrets', 'tense']","['Tom Cruise', 'Jeanne Tripplehorn', 'Gene Hackman', 'Hal Holbrook', 'Terry Kinney', 'Wilford Brimley', 'Ed Harris', 'Holly Hunter', 'Karina Lombard', 'David Strathairn']",['Sydney Pollack'],https://image.tmdb.org/t/p/w500/kFexXCzidkm4LwlgZqxsJsDQB5v.jpg
441,455,Free Willy (1993),Adventure|Children's|Drama,1993,106965,1634,Free Willy,"When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them.",en,"['Family', 'Adventure', 'Drama']","['Donner/Shuler-Donner Productions', 'Warner Bros. Pictures']","['whale', 'social worker', 'freedom', 'social work', 'portland, oregon', 'human animal relationship', 'best friend', 'orphan', 'killer whale', 'amusement park', 'aftercreditsstinger', 'animal human friendship']","['Jason James Richter', 'Keiko', 'Lori Petty', 'August Schellenberg', 'Michael Madsen', 'Jayne Atkinson', 'Michael Ironside', 'Richard Riehle', 'Mykelti Williamson', 'Michael Bacall']",['Simon Wincer'],https://image.tmdb.org/t/p/w500/9iBgd9gi9ztWiVcYSG6zl8wDFBN.jpg
442,456,Fresh (1994),Drama,1994,109842,13815,Fresh,"Death and violence anger twelve year old drug courier Fresh, who sets his rival employers against each other.",en,"['Crime', 'Drama', 'Thriller']",['Miramax'],"['drug dealer', 'new york city', 'chess', 'street gang', 'loss of loved one', 'war on drugs', 'drug trafficking', 'ghetto', 'drug mule', 'childhood trauma', 'drug scene', 'revenge', 'gun battle', 'dog fighting', 'drugs', 'witness to murder', 'death', 'brooklyn, new york city', 'gangland killing', 'death of a child', 'rival gang', 'gun death', ""pitting ones enemy's against each other""]","['Sean Nelson', 'Giancarlo Esposito', 'Samuel L. Jackson', ""N'Bushe Wright"", 'Ron Brice', 'Jean-Claude La Marre', 'José Zúñiga', 'Luis Lantigua', 'Yul Vazquez', 'Cheryl Freeman']",['Boaz Yakin'],https://image.tmdb.org/t/p/w500/uXRIIUzjDZZdWR2cUzPJ9eAqaHv.jpg
443,457,"Fugitive, The (1993)",Action|Thriller,1993,106977,5503,The Fugitive,"Wrongfully convicted of murdering his wife and sentenced to death, Richard Kimble escapes from the law in an attempt to find the real killer and clear his name.",en,"['Action', 'Thriller', 'Drama']",['Warner Bros. Pictures'],"['chicago, illinois', 'escape', 'chase', 'doomed man', 'surgeon', 'death sentence', 'u.s. marshal', 'flashback', 'remake', 'betrayal', 'fugitive', 'on the run', 'conspiracy', 'police corruption', 'doctor', 'home invasion', 'disguise', 'one armed man', 'framed for murder', 'shocking', 'action hero', 'manhunt', 'suspicious', 'suspenseful', 'dubious']","['Harrison Ford', 'Tommy Lee Jones', 'Joe Pantoliano', 'Jeroen Krabbé', 'Daniel Roebuck', 'L. Scott Caldwell', 'Tom Wood', 'Ron Dean', 'Joseph F. Kosala', 'Andreas Katsulas']",['Andrew Davis'],https://image.tmdb.org/t/p/w500/b3rEtLKyOnF89mcK75GXDXdmOEf.jpg
444,458,Geronimo: An American Legend (1993),Drama|Western,1993,107004,35588,Geronimo: An American Legend,"The Apache Indians have reluctantly agreed to settle on a US Government approved reservation. Not all the Apaches are able to adapt to the life of corn farmers. One in particular, Geronimo, is restless. Pushed over the edge by broken promises and necessary actions by the government, Geronimo and thirty or so other warriors form an attack team which humiliates the government by evading capture, while reclaiming what is rightfully theirs.",en,"['Western', 'History', 'Action', 'Drama']",['Columbia Pictures'],"['apache nation', 'native american', 'historical figure', 'historical', 'cavalry', 'geronimo', 'america']","['Jason Patric', 'Gene Hackman', 'Robert Duvall', 'Wes Studi', 'Matt Damon', 'Rodney A. Grant', 'Kevin Tighe', 'Steve Reevis', 'Carlos Palomino', 'Victor Aaron']",['Walter Hill'],https://image.tmdb.org/t/p/w500/9FNuwnhHngkblD6eVRXnmJN8kQq.jpg
445,459,"Getaway, The (1994)",Action,1994,109890,2087,The Getaway,An ex-con and his devoted wife must flee from danger when a heist doesn't go as planned.,en,"['Action', 'Crime', 'Mystery', 'Thriller']","['Largo Entertainment', 'The Turman-Foster Company', 'Universal Pictures', 'JVC']","['hitman', 'anti hero', 'fugitive', 'suicide by hanging', 'sexual torture', 'exploding truck', 'cuckold', 'garbage dump', 'action hero', 'manhunt']","['Alec Baldwin', 'Kim Basinger', 'Michael Madsen', 'James Woods', 'David Morse', 'Jennifer Tilly', 'James Stephens', 'Richard Farnsworth', 'Burton Gilliam', 'Philip Seymour Hoffman']",['Roger Donaldson'],https://image.tmdb.org/t/p/w500/ftbdJTJi6mR5iZV5ESJWv8f8pWN.jpg
446,460,Getting Even with Dad (1994),Comedy,1994,109891,41579,Getting Even with Dad,"Con man Ray is going after one last heist – a stash of rare coins – when his estranged son Timmy unexpectedly shows up. Ray is too preoccupied with his robbery to spend time with his son, so Timmy blackmails him into acting like a father, hiding the coins and promises to return them only after Ray takes him to amusement parks and baseball games.",en,"['Comedy', 'Crime', 'Family']",['Metro-Goldwyn-Mayer'],"['blackmail', 'con man', 'heist', 'father son relationship', 'crime comedy', 'father son estrangement']","['Macaulay Culkin', 'Ted Danson', 'Glenne Headly', 'Saul Rubinek', 'Gailard Sartain', 'Sam McMurray', 'Héctor Elizondo', 'Sydney Walker', 'Kathleen Wilhoite', 'Dann Florek']",['Howard Deutch'],https://image.tmdb.org/t/p/w500/txsmdQqbgSz5Zu3rgd9fglMqKA4.jpg
447,461,Go Fish (1994),Drama|Romance,1994,109913,18620,Go Fish,"Max is a trendy, pretty, young lesbian, who is having trouble finding love. A friend sets her up with Ely, whom Max likes, but Ely is frumpy, homely, and older. Nor do they have much in common. Can Max learn to look past the packaging?",en,"['Romance', 'Comedy', 'Drama']","['Can I Watch', 'Islet', 'KPVI', 'Killer Films', 'The Samuel Goldwyn Company']","['lesbian relationship', 'male homosexuality', 'lgbt', 'woman director']","['Guinevere Turner', 'V.S. Brodie', 'T. Wendy McMillan', 'Migdalia Melendez', 'Anastasia Sharp', 'Brooke Webster', 'Mimi Weddell', 'JoAnne C. Willis', 'Shelly Schneider-Bello', 'Stephanie Boles']",['Rose Troche'],https://image.tmdb.org/t/p/w500/4hczdEX2RmQTOmiIKygoOYCy0bI.jpg
448,462,"Good Man in Africa, A (1994)",Action|Adventure,1994,109920,41006,A Good Man in Africa,"Morgan Leafy is a secretary to the British High Commissioner to an Africa nation. Leafy is a man that makes himself useful to his boss, the snobbish Arthur Fanshawe, who has no clue about what's going on around him, but who wants to use his secretary to carry on his dirty work, which involves getting one of the most powerful men in the country to do business with his country.The young secretary has an eye for beautiful women around him, especially Hazel, a native beauty, with whom he is having an affair. Things get complicated because Sam Adekunle, a man running for president of the country, wants a favor from Leafy in return after he has accepted the invitation to visit London. The proposition involves swaying a prominent doctor's opposition to a plan that will make Adenkule filthy rich.",en,"['Comedy', 'Drama']","['Gramercy Pictures', 'Universal Pictures']",['golf'],"['Colin Friels', 'Sean Connery', 'John Lithgow', 'Diana Rigg', 'Joanne Whalley', 'Louis Gossett Jr.', 'Maynard Eziashi', 'Jeremy Crutchley', 'Sarah-Jane Fenton', 'Jackie Mofokeng']",['Bruce Beresford'],https://image.tmdb.org/t/p/w500/4BBZLZVEANsnCVqIF9fgf0bshQD.jpg
449,463,Guilty as Sin (1993),Crime|Drama|Thriller,1993,107057,4916,Guilty as Sin,"Before a criminal lawyer knows what has happened, she is forced to defend a wife killer she knows is guilty.",en,"['Thriller', 'Drama']",['Hollywood Pictures'],"['odvjetnik', 'đavo']","['Rebecca De Mornay', 'Don Johnson', 'Stephen Lang', 'Jack Warden', 'Dana Ivey', 'Ron White', ""Norma Dell'Agnese"", 'Sean McCann', 'Luis Guzmán', 'Robert Kennedy']",['Sidney Lumet'],https://image.tmdb.org/t/p/w500/a5b53cYM23bUA7OyoNyDtIJ38kc.jpg
450,464,Hard Target (1993),Action|Adventure|Crime|Thriller,1993,107076,2019,Hard Target,"When a woman's father goes missing, she enlists a local to aid in her search.  The pair soon discover that her father has died at the hands of a wealthy sportsman who hunts homeless men as a form of recreation.",en,"['Action', 'Thriller', 'Crime']","['Alphaville Films', 'Universal Pictures', 'Renaissance Pictures']","['martial arts', 'showdown', 'psychopath', 'new orleans, louisiana', 'mercenary', 'fistfight', 'money', 'organized crime', 'drifter', 'one man army', 'union', 'one against many', 'sailor', 'warrior', 'human prey', 'action hero', 'manhunt']","['Jean-Claude Van Damme', 'Arnold Vosloo', 'Lance Henriksen', 'Yancy Butler', 'Sven-Ole Thorsen', 'Wilford Brimley', 'Ted Raimi', 'Kasi Lemmons', 'Willie C. Carpenter', 'Eliott Keener']",['John Woo'],https://image.tmdb.org/t/p/w500/mXCM7pmUFUGp7QzSmare3RITe6n.jpg
451,465,Heaven & Earth (1993),Action|Drama|War,1993,107096,31642,Heaven & Earth,"In a small Vietnamese village torn apart by war, a young woman faces unimaginable horrors before deciding to escape to the city. There, she encounters a compassionate Marine who offers her hope and a chance at a new life, igniting the possibility of a future together.",en,"['History', 'War', 'Drama']","['Warner Bros. Pictures', 'Regency Enterprises', 'Alcor Films', 'Ixtlan Productions', 'New Regency Pictures', 'Todd-AO', 'TAE', 'Le Studio Canal+']","['vietnam war', 'vietnam', 'war crimes', 'saigon', 'biography', 'based on true story', 'interracial relationship', 'domestic violence', 'based on memoir or autobiography', 'dog', 'immigrant experience', 'vietnamese woman']","['Tommy Lee Jones', 'Joan Chen', 'Haing S. Ngor', 'Debbie Reynolds', 'Conchata Ferrell', 'Dustin Nguyễn', 'Vivian Wu', 'Robert John Burke', 'Timothy Carhart', 'Hiep Thi Le']",['Oliver Stone'],https://image.tmdb.org/t/p/w500/xn3Oc3GwZwWrpd6KbEEPrA4h6EY.jpg
452,466,Hot Shots! Part Deux (1993),Action|Comedy|War,1993,107144,9255,Hot Shots! Part Deux,"Topper Harley is found to be working as an odd-job-man in a monastery. The CIA want him to lead a rescue mission into Iraq, to rescue the last rescue team, who went in to rescue the last rescue team—who went in to rescue hostages left behind after Desert Storm.",en,"['Action', 'Comedy', 'War']","['Sidley Wright & Associates', '20th Century Fox']","['rescue', 'swordplay', 'liberation of hostage', 'secret agent', 'parody', 'iraq war', 'near east']","['Charlie Sheen', 'Lloyd Bridges', 'Valeria Golino', 'Richard Crenna', 'Rowan Atkinson', 'Miguel Ferrer', 'Brenda Bakke', 'Jerry Haleva', 'David Wohl', 'Mitchell Ryan']",['Jim Abrahams'],https://image.tmdb.org/t/p/w500/zh9EGK970GHo10ETclWBOjZVUOK.jpg
453,467,Live Nude Girls (1995),Comedy,1995,113674,26271,Live Nude Girls,"A group of old friends at a Hens Night discuss their issues, uncertainties, fears and fantasies.",en,['Comedy'],"['Spelling Entertainment', 'IRS Media', 'Republic Pictures']","['sleepover', 'best friend']","['Dana Delany', 'Kim Cattrall', 'Cynthia Stevenson', 'Laila Robins', 'Lora Zane', ""Olivia D'Abo"", 'Glenn Quinn', 'Tim Choate', 'Jeremy Jordan', 'Vaginal Davis']",['Julianna Lavin'],https://image.tmdb.org/t/p/w500/vg9piYFtCTHep2V5EmLjwsYMzn2.jpg
454,468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance,1995,112966,10612,The Englishman Who Went Up a Hill But Came Down a Mountain,"When an English cartographer arrives in Wales to tell the residents of the Welsh village of Ffynnon Garw  that their 'mountain' is only a hill, the offended community sets out to remedy the situation.",en,"['Drama', 'Comedy', 'Romance']","['Miramax', 'Parallax Pictures']","['wales', 'world war i', 'village', '1910s', 'cartographer']","['Hugh Grant', 'Tara Fitzgerald', 'Colm Meaney', 'Ian McNeice', 'Ian Hart', 'Kenneth Griffith', 'Tudor Vaughan', 'Hugh Vaughan', 'Robert Pugh', 'Robert Blythe']",['Christopher Monger'],https://image.tmdb.org/t/p/w500/s96XNz6eBsYDK3A9nVyEuHdv7BG.jpg
